시도,시군구,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,노출도_점수_기여,기후위험도_점수_기여,지자체대응역량_점수_기여,인위적확산_점수_기여,축A_위험요인유형,배분갭,축B_배분적정성,정책처방
강원특별자치도,강릉시,1.4471011494635386,0.15561225838672232,0.580333324732876,-0.6919752507105214,0.3727678704681539,0.36177528736588466,0.03890306459668058,0.145083331183219,-0.17299381267763034,노출도-우세형,-5.130000066325837,부족,예찰·모니터링 인프라 확충
강원특별자치도,고성군,-0.5685085964234213,0.027446833778200022,0.6820382281501977,0.08439663379351832,0.05634327482462365,-0.14212714910585533,0.0068617084445500055,0.17050955703754941,0.02109915844837958,인위적확산-우세형,-5.415993520224558,부족,도로변/원목유통 관리(이동경로 차단)
강원특별자치도,동해시,1.2338011225507166,-0.5134018685708239,0.6820382281501977,0.21099979914977096,0.4033593203199653,0.30845028063767915,-0.12835046714270598,0.17050955703754941,0.05274994978744274,노출도-우세형,-6.210140042229087,부족,예찰·모니터링 인프라 확충
강원특별자치도,삼척시,2.2366935832352652,-1.012393793059427,0.6820382281501977,0.5739303370967795,0.6200670888557038,0.5591733958088163,-0.2530984482648567,0.17050955703754941,0.14348258427419489,노출도-우세형,-6.7060759590491905,부족,예찰·모니터링 인프라 확충
강원특별자치도,속초시,0.5278529305904432,0.027446833778200022,0.6820382281501977,-0.16285649716898865,0.26862037383746307,0.1319632326476108,0.0068617084445500055,0.17050955703754941,-0.04071412429224716,노출도-우세형,-5.9017898459870235,부족,예찰·모니터링 인프라 확충
강원특별자치도,양구군,0.035485173756725226,-0.5595627663065013,0.5312542760571307,0.13777689604251644,0.03623839488746781,0.008871293439181306,-0.13989069157662531,0.13281356901428268,0.03444422401062911,복합형,-3.841779723286101,적정,-
강원특별자치도,양양군,1.120587302911752,0.027446833778200022,0.32242268491561715,0.9675571072271594,0.6095034822081821,0.280146825727938,0.0068617084445500055,0.08060567122890429,0.24188927680678984,복합형,-3.130161600325082,적정,-
강원특별자치도,영월군,1.0520143251838272,-0.053964146741876606,0.08845274058193864,0.19405848660249783,0.32014035140659675,0.2630035812959568,-0.013491036685469152,0.02211318514548466,0.04851462165062446,노출도-우세형,-0.11734124314309113,적정,-
강원특별자치도,원주시,-0.08969998934634234,0.15344458264538677,0.22086531651464733,-0.941017065692301,-0.16410178896965233,-0.022424997336585584,0.03836114566134669,0.05521632912866183,-0.23525426642307526,노출도-우세형,-0.3162114638046196,적정,-
강원특별자치도,인제군,0.45835661388873256,-0.5595627663065013,0.2440176882366664,0.4666160906144727,0.15235690660834258,0.11458915347218314,-0.13989069157662531,0.0610044220591666,0.11665402265361817,복합형,-1.2252149955659295,적정,-
강원특별자치도,정선군,0.8418434339230932,-0.5288296359048443,-0.1217860664478899,-0.03989906255801238,0.03783216725308664,0.2104608584807733,-0.13220740897621108,-0.030446516611972476,-0.009974765639503095,노출도-우세형,2.6501566652118465,적정,-
강원특별자치도,철원군,-1.264482290488244,-0.13473015270548733,0.6820382281501977,-0.8133939284452758,-0.3826420358722024,-0.316120572622061,-0.03368253817637183,0.17050955703754941,-0.20334848211131895,복합형,-4.411375254797286,부족,기본 대응체계·인력 확충
강원특별자치도,춘천시,0.25356740923119586,0.1722037519632952,-0.13107033751084188,-0.7375452892486462,-0.11071111639124924,0.06339185230779897,0.0430509379908238,-0.03276758437771047,-0.18438632231216154,노출도-우세형,3.0519701164261397,적정,-
강원특별자치도,태백시,0.19948059396200946,-1.012393793059427,0.6820382281501977,-0.6731254532155141,-0.2010001060406835,0.049870148490502364,-0.2530984482648567,0.17050955703754941,-0.16828136330387852,노출도-우세형,-4.827062969237072,부족,예찰·모니터링 인프라 확충
강원특별자치도,평창군,0.3033571710647036,-2.1970429271227974,0.6820382281501977,-0.36359432521091245,-0.39381046327970215,0.0758392927661759,-0.5492607317806993,0.17050955703754941,-0.09089858130272811,노출도-우세형,-4.38581629895919,부족,예찰·모니터링 인프라 확충
강원특별자치도,홍천군,0.6885292220379285,0.10995857226383703,0.31610013877666626,-0.5223550359130286,0.14805822429135082,0.17213230550948214,0.027489643065959257,0.07902503469416657,-0.13058875897825714,노출도-우세형,-1.9870250449611753,적정,-
강원특별자치도,화천군,-0.7395068207894253,-0.002130955651407409,0.6820382281501977,-0.10687612252466942,-0.04161891770382615,-0.18487670519735633,-0.0005327389128518522,0.17050955703754941,-0.026719030631167356,인위적확산-우세형,-5.191806957400475,부족,도로변/원목유통 관리(이동경로 차단)
강원특별자치도,횡성군,0.6761167027388937,0.15344458264538677,0.5642676995710819,-0.5532333836738806,0.21014890032037048,0.16902917568472342,0.03836114566134669,0.14106692489277048,-0.13830834591847016,노출도-우세형,-4.5982828886433555,부족,예찰·모니터링 인프라 확충
경기도,가평군,0.4125029222756523,0.1722037519632952,-0.26821382577137665,-0.4549908232458492,-0.034624493694569575,0.10312573056891307,0.0430509379908238,-0.06705345644284416,-0.1137477058114623,노출도-우세형,4.266190984196262,과다,-
