시도,시군구,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,노출도_점수_기여,기후위험도_점수_기여,지자체대응역량_점수_기여,인위적확산_점수_기여,배분갭,축A_위험요인유형,축B_배분적정성
강원특별자치도,강릉시,1.4452776720538234,0.15399974771847344,0.5794323837255361,-0.794979995255296,0.3459324520606342,0.36131941801345585,0.03849993692961836,0.14485809593138402,-0.198744998813824,-5.107408958310305,노출도-우세형,부족
강원특별자치도,고성군,-0.572076171306026,0.025225626426615137,0.6810846637574529,0.21779020393967263,0.08800608070442871,-0.1430190428265065,0.006306406606653784,0.17027116593936323,0.05444755098491816,-5.4800775539299815,인위적확산-우세형,부족
강원특별자치도,동해시,1.2319084206112072,-0.516054507290005,0.6810846637574529,0.4741787981662806,0.4677793438112339,0.3079771051528018,-0.12901362682250125,0.17027116593936323,0.11854469954157015,-6.41249119211281,노출도-우세형,부족
강원특별자치도,삼척시,2.2355970640852725,-1.0163046919899514,0.6810846637574529,0.2588748503150921,0.5398129715419665,0.5588992660213181,-0.25407617299748786,0.17027116593936323,0.06471871257877303,-6.589347078055025,노출도-우세형,부족
강원특별자치도,속초시,0.5252121515086096,0.025225626426615137,0.6810846637574529,0.3206380955804992,0.3880401343182942,0.1313030378771524,0.006306406606653784,0.17027116593936323,0.0801595238951248,-6.216716677022144,복합형,부족
강원특별자치도,양구군,0.032442138090890055,-0.5627731962970303,0.5304392636749645,0.2285136802586892,0.0571554714318784,0.008110534522722514,-0.14069329907425757,0.13260981591874113,0.0571284200646723,-3.8823281197008983,복합형,적정
강원특별자치도,양양군,1.1184931797438553,0.025225626426615137,0.3214691205228722,1.118403387572167,0.6458978285663775,0.27962329493596383,0.006306406606653784,0.08036728013071805,0.27960084689304177,-3.3130510529302746,복합형,적정
강원특별자치도,영월군,1.0498498240491152,-0.056930328908071294,0.08770840003360032,0.10628530434338822,0.29672829987950816,0.2624624560122788,-0.014232582227017824,0.02192710000840008,0.026571326085847054,-0.11478401667773941,노출도-우세형,적정
강원특별자치도,원주시,-0.09285425845062367,0.15062206911882423,0.22014361901521928,-0.8313481103961752,-0.13835917017818883,-0.023213564612655918,0.037655517279706056,0.05503590475380482,-0.2078370275990438,-0.3480908760378627,노출도-우세형,적정
강원특별자치도,인제군,0.4556453103718902,-0.5627731962970303,0.24347912283925222,0.34411150627525405,0.12011568579734157,0.11391132759297255,-0.14069329907425757,0.060869780709813054,0.08602787656881351,-1.1664048206740274,복합형,적정
강원특별자치도,정선군,0.8395107964568909,-0.5315915996679259,-0.12231897135233477,-0.16856743603190952,0.004258197351180162,0.20987769911422272,-0.13289789991698148,-0.030579742838083693,-0.04214185900797738,2.7160884976978243,노출도-우세형,적정
강원특별자치도,철원군,-1.2686542846784652,-0.1376368924382057,0.6810846637574529,-0.21042216631629015,-0.23390716991887697,-0.3171635711696163,-0.034409223109551426,0.17027116593936323,-0.05260554157907254,-4.689720953421949,인위적확산-우세형,부족
강원특별자치도,춘천시,0.25071280489586645,0.16970942756497923,-0.13169689636022638,-0.72486164951053,-0.10903407835247769,0.06267820122396661,0.042427356891244807,-0.032924224090056596,-0.1812154123776325,3.0556696469977176,노출도-우세형,적정
강원특별자치도,태백시,0.19656969091493257,-1.0163046919899514,0.6810846637574529,-0.35526953796821936,-0.1234799688214463,0.04914242272873314,-0.25407617299748786,0.17027116593936323,-0.08881738449205484,-4.960840166731721,노출도-우세형,부족
강원특별자치도,평창군,0.30054935416282813,-2.2003359133910183,0.6810846637574529,-0.4432583006952888,-0.4154900490415065,0.07513733854070703,-0.5500839783477546,0.17027116593936323,-0.1108145751738222,-4.243901383162132,노출도-우세형,부족
강원특별자치도,홍천군,0.6860647631978783,0.10724328037149337,0.3153235119474848,-0.6954622312369271,0.10329233106998237,0.1715161907994696,0.026810820092873344,0.0788308779868712,-0.17386555780923177,-1.8938903294304712,노출도-우세형,적정
