시도,시군구,노출도_점수,기후위험도_점수,지자체대응역량_점수,인위적확산_점수,구조적취약성지수,노출도_점수_기여,기후위험도_점수_기여,지자체대응역량_점수_기여,인위적확산_점수_기여,축A_위험요인유형,배분갭,축B_배분적정성,정책처방
강원특별자치도,강릉시,1.4452776720538234,0.572830597148761,0.5794323837255361,-0.794979995255296,0.4506401644182061,0.36131941801345585,0.14320764928719024,0.14485809593138402,-0.198744998813824,노출도-우세형,-5.306569418384499,부족,예찰·모니터링 인프라 확충
강원특별자치도,고성군,-0.572076171306026,0.009762387766502253,0.6810846637574529,0.21779020393967263,0.08414027103940049,-0.1430190428265065,0.0024405969416255633,0.17027116593936323,0.05444755098491816,인위적확산-우세형,-5.488916055169318,부족,도로변/원목유통 관리(이동경로 차단)
강원특별자치도,동해시,1.2319084206112072,-0.6938789870381249,0.6810846637574529,0.4741787981662806,0.42332322387420396,0.3079771051528018,-0.17346974675953122,0.17027116593936323,0.11854469954157015,노출도-우세형,-6.2556853922600695,부족,예찰·모니터링 인프라 확충
강원특별자치도,삼척시,2.2355970640852725,-1.9017839524138294,0.6810846637574529,0.2588748503150921,0.318443156435997,0.5588992660213181,-0.47544598810345734,0.17027116593936323,0.06471871257877303,노출도-우세형,-6.018589691808418,부족,예찰·모니터링 인프라 확충
강원특별자치도,속초시,0.5252121515086096,0.009762387766502253,0.6810846637574529,0.3206380955804992,0.384174324653266,0.1313030378771524,0.0024405969416255633,0.17027116593936323,0.0801595238951248,복합형,-6.167183964777978,부족,기본 대응체계·인력 확충
강원특별자치도,양구군,0.032442138090890055,-1.1026346566758296,0.5304392636749645,0.2285136802586892,-0.07780989366282144,0.008110534522722514,-0.2756586641689574,0.13260981591874113,0.0571284200646723,복합형,-3.5934731706859377,적정,-
강원특별자치도,양양군,1.1184931797438553,0.009762387766502253,0.3214691205228722,1.118403387572167,0.6420320189013492,0.27962329493596383,0.0024405969416255633,0.08036728013071805,0.27960084689304177,복합형,-3.195861802415368,적정,-
강원특별자치도,영월군,1.0498498240491152,-0.7679013488851627,0.08770840003360032,0.10628530434338822,0.11898554488523527,0.2624624560122788,-0.19197533722129068,0.02192710000840008,0.026571326085847054,노출도-우세형,0.3389167936101902,적정,-
강원특별자치도,원주시,-0.09285425845062367,-0.4886650959458987,0.22014361901521928,-0.8313481103961752,-0.29818096144436956,-0.023213564612655918,-0.12216627398647467,0.05503590475380482,-0.2078370275990438,노출도-우세형,-0.025989791978188848,적정,-
강원특별자치도,인제군,0.4556453103718902,-1.1026346566758296,0.24347912283925222,0.34411150627525405,-0.014849679297358245,0.11391132759297255,-0.2756586641689574,0.060869780709813054,0.08602787656881351,복합형,-0.8513441229132699,적정,-
강원특별자치도,정선군,0.8395107964568909,-1.0127699999517186,-0.12231897135233477,-0.16856743603190952,-0.11603640271976802,0.20987769911422272,-0.25319249998792964,-0.030579742838083693,-0.04214185900797738,노출도-우세형,2.9932353936158282,적정,-
강원특별자치도,철원군,-1.2686542846784652,-0.6466919419206011,0.6810846637574529,-0.21042216631629015,-0.36117093228947583,-0.3171635711696163,-0.16167298548015027,0.17027116593936323,-0.05260554157907254,인위적확산-우세형,-4.482229329548798,부족,도로변/원목유통 관리(이동경로 차단)
강원특별자치도,춘천시,0.25071280489586645,-0.18579233723580824,-0.13169689636022638,-0.72486164951053,-0.19790951955267455,0.06267820122396661,-0.04644808430895206,-0.032924224090056596,-0.1812154123776325,노출도-우세형,3.240204506816143,과다,-
